OBJECTID,STATEFP10,COUNTYFP10,GEOID10,NAME10,NAMELSAD10,totpop10,WFD,RDC_AAA,MNGWPD,MPO,MSA,F1HR_NA,F8HR_NA,Reg_Comm,Acres,Sq_Miles,Label,GlobalID,last_edite,ACSDT5Y2021.B19058-Data_NAME,ACSDT5Y2021.B19058-Data_B19058_001E,ACSDT5Y2021.B19058-Data_B19058_002E,ACSDT5Y2021.B19058-Data_B19058_002M,ACSDT5Y2021.B19058-Data_B19058_003E,ACSDT5Y2021.B19058-Data_B19058_003M
"80","13","005","13005",Bacon,Bacon County,"11096",N,N,N,N,N,N,N,Southern Georgia,183009.000000000000000,285.950988769999981,BACON,{86253CB1-B939-4D23-9DFF-2C420FE78199},,"Bacon County, Georgia","3874","601","172","3273","245"
"81","13","287","13287",Turner,Turner County,"8930",N,N,N,N,N,N,N,Southern Georgia,185562.000000000000000,289.941009520000023,TURNER,{756EE73A-9935-47B9-AA23-0E0CA7F9E899},,"Turner County, Georgia","3269","741","200","2528","242"
"82","13","185","13185",Lowndes,Lowndes County,"109233",N,N,N,N,N,N,N,Southern Georgia,326762.000000000000000,510.566009520000023,LOWNDES,{05D18CAE-4CCE-40B6-8BCA-D76DB368CCAA},,"Lowndes County, Georgia","42512","7416","878","35096","928"
"83","13","003","13003",Atkinson,Atkinson County,"8375",N,N,N,N,N,N,N,Southern Georgia,220539.000000000000000,344.592010500000015,ATKINSON,{3005BA95-23DA-44BC-B08A-80E02A660277},,"Atkinson County, Georgia","2968","570","144","2398","149"
"84","13","281","13281",Towns,Towns County,"10471",N,N,N,N,N,N,N,Georgia Mountains,110050.000000000000000,171.953994749999993,TOWNS,{BAE93DAB-8E71-44DC-A3E0-0BF72F77904E},,"Towns County, Georgia","5323","422","121","4901","352"
"85","13","251","13251",Screven,Screven County,"14593",N,N,N,N,N,N,N,Coastal Regional Commission,420264.999999999941792,656.664001460000009,SCREVEN,{192A8056-8500-484D-9F1F-FF4C683D6632},,"Screven County, Georgia","4707","689","134","4018","217"
"86","13","285","13285",Troup,Troup County,"67044",N,N,N,N,N,N,N,Three Rivers,285404.000000000000000,445.942993160000015,TROUP,{508E597B-8439-4F96-BA8E-4B5F018CB3C0},,"Troup County, Georgia","25216","4609","490","20607","656"
"87","13","175","13175",Laurens,Laurens County,"48434",N,N,N,N,N,N,N,Heart of Georgia Altamaha,523892.999999999941792,818.581970210000009,LAURENS,{C58FE63F-0E74-4E02-95D0-609CF2740D8C},,"Laurens County, Georgia","17366","3833","382","13533","553"
"88","13","111","13111",Fannin,Fannin County,"23682",N,N,N,N,N,N,N,Northwest Georgia,250807.000000000000000,391.885986329999980,FANNIN,{DDA9CEBF-AC90-491D-A59C-CF6626051D43},,"Fannin County, Georgia","11188","1389","279","9799","513"
"89","13","275","13275",Thomas,Thomas County,"44720",N,N,N,N,N,N,N,Southwest Georgia,353352.999999999941792,552.114013669999963,THOMAS,{95B6C347-3BCE-472D-B48C-F87673E7435E},,"Thomas County, Georgia","17817","3502","483","14315","615"
"90","13","121","13121",Fulton,Fulton County,"920581",N,Y,Y,Y,Y,Y,Y,Atlanta Regional Commission,341906.000000000000000,534.229003909999960,FULTON,{44A3942A-9608-4E68-A927-A38721FF266D},,"Fulton County, Georgia","441958","54996","2322","386962","2672"
"91","13","043","13043",Candler,Candler County,"10998",N,N,N,N,N,N,N,Heart of Georgia Altamaha,159389.000000000000000,249.044998170000014,CANDLER,{A1003CD4-E916-4F58-A82C-9D91BC643391},,"Candler County, Georgia","4034","878","206","3156","242"
"92","13","037","13037",Calhoun,Calhoun County,"6694",N,N,N,N,N,N,N,Southwest Georgia,181462.000000000000000,283.533996580000007,CALHOUN,{224CCDA8-41B9-40B9-8444-A0F5458DFD5C},,"Calhoun County, Georgia","1457","498","95","959","120"
"93","13","007","13007",Baker,Baker County,"3451",N,N,N,N,N,N,N,Southwest Georgia,223407.000000000000000,349.074005129999989,BAKER,{58F5A8F1-0D97-4CEA-A1BC-A17B637A01CD},,"Baker County, Georgia","1201","158","70","1043","149"
"94","13","181","13181",Lincoln,Lincoln County,"7996",N,N,N,N,N,N,N,Central Savannah River Area,164740.000000000000000,257.406005859999993,LINCOLN,{03E63D7A-A977-42ED-B19E-F1E099E4580B},,"Lincoln County, Georgia","2953","371","87","2582","182"
"95","13","081","13081",Crisp,Crisp County,"23439",N,N,N,N,N,N,N,River Valley,179779.000000000000000,280.903991700000006,CRISP,{3B14D541-3E98-43CD-9E91-18177FD28631},,"Crisp County, Georgia","7651","2129","308","5522","346"
"96","13","153","13153",Houston,Houston County,"139900",N,N,N,N,N,N,N,Middle Georgia,243113.000000000000000,379.864990229999989,HOUSTON,{5A48AFDF-AB1F-4894-AE69-8F918A0F3BDE},,"Houston County, Georgia","59627","6641","797","52986","1001"
"97","13","227","13227",Pickens,Pickens County,"29431",N,N,N,N,Y,N,N,Northwest Georgia,148909.000000000000000,232.669998170000014,PICKENS,{A1F6DFDD-7168-4BF9-A01F-215DCC1E865D},,"Pickens County, Georgia","12646","1070","271","11576","423"
"98","13","307","13307",Webster,Webster County,"2799",N,N,N,N,N,N,N,River Valley,134546.000000000000000,210.227004999999991,WEBSTER,{5DFC00B1-BAD5-4AEA-88BD-9FD653AFAE28},,"Webster County, Georgia","929","211","57","718","136"
"99","13","305","13305",Wayne,Wayne County,"30099",N,N,N,N,N,N,N,Heart of Georgia Altamaha,415614.000000000000000,649.396972659999960,WAYNE,{11969B4A-2AFE-4932-AADB-7C59856DFD3E},,"Wayne County, Georgia","10845","2206","372","8639","393"
"100","13","103","13103",Effingham,Effingham County,"52250",N,N,N,N,N,N,N,Coastal Regional Commission,309552.000000000000000,483.674987789999989,EFFINGHAM,{7A882334-7BCB-42B3-A580-4F946FA096E1},,"Effingham County, Georgia","22313","1899","385","20414","507"
"101","13","139","13139",Hall,Hall County,"179684",N,N,Y,N,N,N,N,Georgia Mountains,274700.000000000000000,429.218994140000007,HALL,{07D5978F-9EDF-47D0-BBEE-B9DBF7387AD2},2015/10/14,"Hall County, Georgia","67241","6454","629","60787","874"
"102","13","271","13271",Telfair,Telfair County,"16500",N,N,N,N,N,N,N,Heart of Georgia Altamaha,284203.000000000000000,444.066986079999992,TELFAIR,{55B32696-DA1F-4779-9509-775FBCE03593},,"Telfair County, Georgia","3020","623","164","2397","241"
"103","13","221","13221",Oglethorpe,Oglethorpe County,"14899",N,N,N,N,N,N,N,Northeast Georgia,282918.000000000000000,442.058990479999977,OGLETHORPE,{8DDF8E69-3F25-4805-97B0-8661545E8CCD},,"Oglethorpe County, Georgia","5276","633","160","4643","232"
"104","13","303","13303",Washington,Washington County,"21187",N,N,N,N,N,N,N,Central Savannah River Area,438076.999999999941792,684.495971680000025,WASHINGTON,{4CADD5B1-A996-4373-9943-1A69445C1175},,"Washington County, Georgia","7153","2036","288","5117","303"
"105","13","021","13021",Bibb,Bibb County,"155547",N,N,N,N,N,N,N,Middle Georgia,163409.000000000000000,255.326004030000007,BIBB,{8B314E60-365A-4E45-BC35-BE723D7DBFDD},,"Bibb County, Georgia","58752","12608","979","46144","1026"
"106","13","255","13255",Spalding,Spalding County,"64073",N,N,N,Partial,Y,N,N,Three Rivers,127712.000000000000000,199.550994870000011,SPALDING,{A2D20EDB-3EDE-4795-8F48-66BB0B94AA3E},2015/10/14,"Spalding County, Georgia","25852","4656","523","21196","557"
"107","13","091","13091",Dodge,Dodge County,"21796",N,N,N,N,N,N,N,Heart of Georgia Altamaha,321998.000000000000000,503.122009279999986,DODGE,{2B76B73F-BE10-467B-9F6A-BA2124AB2611},,"Dodge County, Georgia","6569","1322","300","5247","317"
"108","13","265","13265",Taliaferro,Taliaferro County,"1717",N,N,N,N,N,N,N,Central Savannah River Area,125041.000000000000000,195.376998899999990,TALIAFERRO,{C5790EB2-5AA4-423E-B967-929009DEBC7F},,"Taliaferro County, Georgia","605","159","79","446","77"
"109","13","087","13087",Decatur,Decatur County,"27842",N,N,N,N,N,N,N,Southwest Georgia,398763.000000000058208,623.067016599999988,DECATUR,{FF2DFAA5-67FF-42B1-979F-51CC7515DC0F},,"Decatur County, Georgia","10242","2117","339","8125","364"
"110","13","187","13187",Lumpkin,Lumpkin County,"29966",N,N,N,N,N,N,N,Georgia Mountains,181850.000000000000000,284.140991209999981,LUMPKIN,{D12A86E2-69BF-46F8-AAFF-519B92C808B0},,"Lumpkin County, Georgia","11102","1089","269","10013","405"
"111","13","047","13047",Catoosa,Catoosa County,"63942",N,N,N,N,N,N,N,Northwest Georgia,103974.000000000000000,162.458999629999994,CATOOSA,{633200AA-0748-4ED4-BC90-1FFF0337287B},,"Catoosa County, Georgia","25450","2696","523","22754","669"
"112","13","031","13031",Bulloch,Bulloch County,"70217",N,N,N,N,N,N,N,Coastal Regional Commission,441196.999999999941792,689.370971680000025,BULLOCH,{5CFE37C0-CC59-410B-984E-425F2ADCE59D},,"Bulloch County, Georgia","28917","4460","547","24457","1051"
"113","13","165","13165",Jenkins,Jenkins County,"8340",N,N,N,N,N,N,N,Central Savannah River Area,225774.000000000000000,352.772003170000005,JENKINS,{533801E5-30B7-4F8D-844B-CCA7B97FC3B8},,"Jenkins County, Georgia","3290","702","209","2588","355"
"114","13","141","13141",Hancock,Hancock County,"9429",N,N,N,N,N,N,N,Central Savannah River Area,306383.000000000058208,478.722991939999986,HANCOCK,{C780F6D6-D03D-401B-961F-941F421473AA},,"Hancock County, Georgia","2869","694","221","2175","431"
"115","13","293","13293",Upson,Upson County,"27153",N,N,N,N,N,N,N,Three Rivers,209593.000000000000000,327.489013670000020,UPSON,{AC01E945-D8B9-4A65-81C9-5D7981CB6E88},,"Upson County, Georgia","10364","2377","331","7987","401"
"116","13","095","13095",Dougherty,Dougherty County,"94565",N,N,N,N,N,N,N,Southwest Georgia,214122.000000000000000,334.566009520000023,DOUGHERTY,{7E027852-CB83-4163-9093-E07B845D73AE},,"Dougherty County, Georgia","34338","9041","678","25297","967"
"117","13","215","13215",Muscogee,Muscogee County,"189885",N,N,N,N,N,N,N,River Valley,141431.000000000000000,220.985992430000010,MUSCOGEE,{FA2E5E90-DF78-4059-B9F0-393C463D63B7},,"Muscogee County, Georgia","78491","13715","927","64776","1244"
"118","13","061","13061",Clay,Clay County,"3183",N,N,N,N,N,N,N,River Valley,139024.000000000000000,217.225006100000002,CLAY,{7598358A-F893-4408-9762-6E3AF3BC9A49},,"Clay County, Georgia","1286","371","102","915","156"
"119","13","197","13197",Marion,Marion County,"8742",N,N,N,N,N,N,N,River Valley,235146.000000000000000,367.415985110000008,MARION,{2FE1444A-0604-4091-A436-99B24025F20F},,"Marion County, Georgia","2924","592","129","2332","190"
"120","13","097","13097",Douglas,Douglas County,"132403",Y,Y,Y,Y,Y,Y,Y,Atlanta Regional Commission,128641.000000000000000,201.001007079999994,DOUGLAS,{3429ADB5-8FED-490F-AFFD-F56DE8AF28B8},,"Douglas County, Georgia","50188","6413","771","43775","989"
"121","13","077","13077",Coweta,Coweta County,"127317",N,N,Y,Y,Y,Y,Y,Three Rivers,285287.000000000000000,445.760986329999980,COWETA,{A5D715F1-B2A9-4EDB-AFAA-FFC194FC6311},,"Coweta County, Georgia","53405","5153","643","48252","751"
"122","13","259","13259",Stewart,Stewart County,"6058",N,N,N,N,N,N,N,River Valley,296680.999999999941792,463.565002440000001,STEWART,{337304A8-5C63-41D6-9A8E-245BC66F83BF},,"Stewart County, Georgia","1665","480","164","1185","273"
"123","13","149","13149",Heard,Heard County,"11834",N,N,N,N,Y,N,N,Three Rivers,192700.000000000000000,301.092987059999984,HEARD,{A4F8FA00-665E-4449-87E5-61E444760A28},,"Heard County, Georgia","4285","1143","217","3142","240"
"124","13","319","13319",Wilkinson,Wilkinson County,"9563",N,N,N,N,N,N,N,Middle Georgia,289252.000000000000000,451.955993649999982,WILKINSON,{5705A98C-D403-4C10-850C-08F8E6D3D1CB},,"Wilkinson County, Georgia","3206","561","109","2645","170"
"125","13","309","13309",Wheeler,Wheeler County,"7421",N,N,N,N,N,N,N,Heart of Georgia Altamaha,192221.000000000000000,300.345001219999972,WHEELER,{2D08C461-BD1B-4DEF-8D12-ACE43EDE812A},,"Wheeler County, Georgia","1526","274","92","1252","128"
"126","13","191","13191",McIntosh,McIntosh County,"14333",N,N,N,N,N,N,N,Coastal Regional Commission,367856.000000000000000,574.775024410000015,MCINTOSH,{C629F784-D328-46B5-8E5E-B98A2071CF9B},,"McIntosh County, Georgia","4706","986","242","3720","237"
"127","13","321","13321",Worth,Worth County,"21679",N,N,N,N,N,N,N,Southwest Georgia,367776.999999999941792,574.651977539999962,WORTH,{D6CF35B2-3C1E-4ACD-898E-DE3D7D7E011D},,"Worth County, Georgia","7806","1394","235","6412","313"
"128","13","035","13035",Butts,Butts County,"23655",N,N,N,N,Y,N,N,Three Rivers,120323.000000000000000,188.005004880000001,BUTTS,{BC658D13-5EB1-42E5-B457-F24A504FCDD0},,"Butts County, Georgia","8440","1355","334","7085","473"
"129","13","159","13159",Jasper,Jasper County,"13900",N,N,N,N,Y,N,N,Northeast Georgia,238981.000000000000000,373.407012940000016,JASPER,{2927FA68-4F29-4DCC-B55C-7FE229551690},,"Jasper County, Georgia","5300","762","183","4538","245"
"130","13","193","13193",Macon,Macon County,"14740",N,N,N,N,N,N,N,River Valley,259783.000000000000000,405.911010739999995,MACON,{87504DF1-CF95-4BDD-A0A3-38044DEA4314},,"Macon County, Georgia","3907","1012","184","2895","262"
"131","13","145","13145",Harris,Harris County,"32024",N,N,N,N,N,N,N,River Valley,302667.000000000058208,472.917999269999996,HARRIS,{A388E60C-9DEC-4367-B662-CFDC2645ECFB},,"Harris County, Georgia","12194","1182","239","11012","433"
"132","13","277","13277",Tift,Tift County,"40118",N,N,N,N,N,N,N,Southern Georgia,172006.000000000000000,268.759002689999988,TIFT,{7D786597-AA68-4075-A7C3-759458D6510E},,"Tift County, Georgia","15287","2449","389","12838","456"
"133","13","161","13161",Jeff Davis,Jeff Davis County,"15068",N,N,N,N,N,N,N,Heart of Georgia Altamaha,214723.000000000000000,335.503997799999979,JEFF DAVIS,{1EFDB4D6-8067-4077-BC2D-92B24AD6F81A},,"Jeff Davis County, Georgia","5246","929","315","4317","352"
"134","13","257","13257",Stephens,Stephens County,"26175",N,N,N,N,N,N,N,Georgia Mountains,117881.000000000000000,184.190002440000001,STEPHENS,{58CFC9A3-8332-45B1-8805-00679B7303BC},,"Stephens County, Georgia","10037","1691","326","8346","463"
"135","13","071","13071",Colquitt,Colquitt County,"45498",N,N,N,N,N,N,N,Southwest Georgia,356190.000000000000000,556.547973630000001,COLQUITT,{4D23CE4A-9FAE-42BE-A91E-7E47B0A3A296},,"Colquitt County, Georgia","16219","3017","345","13202","488"
"136","13","283","13283",Treutlen,Treutlen County,"6885",N,N,N,N,N,N,N,Heart of Georgia Altamaha,129614.000000000000000,202.522003170000005,TREUTLEN,{3E1998DD-B39E-4EE9-9F98-782D0BF0F0BA},,"Treutlen County, Georgia","2236","625","148","1611","216"
"137","13","189","13189",McDuffie,McDuffie County,"21875",N,N,N,N,N,N,N,Central Savannah River Area,170557.000000000000000,266.494995119999999,MCDUFFIE,{9E08A91E-F9BD-4594-8D7B-08F0CD9AECDD},,"McDuffie County, Georgia","8216","1376","303","6840","374"
"138","13","089","13089",DeKalb,DeKalb County,"691893",N,Y,Y,Y,Y,Y,Y,Atlanta Regional Commission,173496.000000000000000,271.087005620000014,DEKALB,{3912F679-CB5F-4618-B448-53B943B436DF},,"DeKalb County, Georgia","286068","38061","1963","248007","2401"
"139","13","115","13115",Floyd,Floyd County,"96317",N,N,N,N,N,N,N,Northwest Georgia,331827.000000000058208,518.479980469999987,FLOYD,{ED00C8F8-7175-42A5-99D6-9D8BDC20EB15},,"Floyd County, Georgia","35859","5154","520","30705","666"
"140","13","237","13237",Putnam,Putnam County,"21218",N,N,N,N,N,N,N,Middle Georgia,230824.000000000000000,360.661987300000021,PUTNAM,{795F9A85-69FA-4BDB-AC2B-4F43C3B21C50},,"Putnam County, Georgia","9499","1166","335","8333","524"
"141","13","273","13273",Terrell,Terrell County,"9315",N,N,N,N,N,N,N,Southwest Georgia,216090.000000000000000,337.640014650000012,TERRELL,{41086D18-A3A1-465C-B85F-546033DB0E1E},,"Terrell County, Georgia","3344","883","169","2461","198"
"142","13","267","13267",Tattnall,Tattnall County,"25520",N,N,N,N,N,N,N,Heart of Georgia Altamaha,312786.000000000000000,488.727996829999995,TATTNALL,{CE06C87B-7214-49BF-994B-664334CC475E},,"Tattnall County, Georgia","7556","1283","273","6273","379"
"143","13","079","13079",Crawford,Crawford County,"12630",N,N,N,N,N,N,N,Middle Georgia,208890.000000000000000,326.390014650000012,CRAWFORD,{28D4E7EC-72D6-433E-B409-848FD30B036F},,"Crawford County, Georgia","4283","669","198","3614","283"
"144","13","183","13183",Long,Long County,"14464",N,N,N,N,N,N,N,Coastal Regional Commission,258724.000000000000000,404.256011960000023,LONG,{90D6D72D-47AD-4493-A95B-38EB3EE149E6},,"Long County, Georgia","5341","1041","281","4300","333"
"145","13","147","13147",Hart,Hart County,"25213",N,N,N,N,N,N,N,Georgia Mountains,164463.000000000000000,256.972991939999986,HART,{25444153-1C63-43BB-AAD9-5B11CCD486AC},,"Hart County, Georgia","10111","1487","262","8624","379"
"146","13","057","13057",Cherokee,Cherokee County,"214346",Y,Y,Y,Y,Y,Y,Y,Atlanta Regional Commission,277969.000000000000000,434.325988769999981,CHEROKEE,{2E5CA3D4-B14C-4E90-9E96-1C3D7AA86608},,"Cherokee County, Georgia","94208","4207","572","90001","993"
"147","13","053","13053",Chattahoochee,Chattahoochee County,"11267",N,N,N,N,N,N,N,River Valley,160727.000000000000000,251.136001590000006,CHATTAHOOCHEE,{1A3AC460-F36D-44A9-A304-90E510144676},,"Chattahoochee County, Georgia","2404","392","132","2012","388"
"148","13","209","13209",Montgomery,Montgomery County,"9123",N,N,N,N,N,N,N,Heart of Georgia Altamaha,156663.000000000000000,244.785995479999997,MONTGOMERY,{FB84BFED-A340-4FAF-B33F-B4BE832143E3},,"Montgomery County, Georgia","2857","508","125","2349","175"
"149","13","297","13297",Walton,Walton County,"83768",N,N,N,Partial,Y,N,N,Northeast Georgia,211166.000000000000000,329.946014400000024,WALTON,{AC6F6636-DC09-40BB-9C44-6A43E3664156},2015/10/14,"Walton County, Georgia","33009","4008","470","29001","597"
"150","13","231","13231",Pike,Pike County,"17869",N,N,N,Partial,Y,N,N,Three Rivers,140392.000000000000000,219.363006589999998,PIKE,{FF6BC82B-44E8-49ED-890C-552258C1EAC7},2015/10/14,"Pike County, Georgia","6200","500","135","5700","188"
"151","13","017","13017",Ben Hill,Ben Hill County,"17634",N,N,N,N,N,N,N,Southern Georgia,162500.000000000000000,253.906005859999993,BEN HILL,{6D3550C8-5513-4BB6-AC63-43E8B86E0630},,"Ben Hill County, Georgia","6828","1263","223","5565","345"
"152","13","013","13013",Barrow,Barrow County,"69367",N,N,N,Partial,Y,N,N,Northeast Georgia,104266.000000000000000,162.914993290000012,BARROW,{76FCF409-DF1F-401B-9A6C-C4F0476F3647},2015/10/14,"Barrow County, Georgia","28087","3402","434","24685","520"
"153","13","011","13011",Banks,Banks County,"18395",N,N,N,N,N,N,N,Georgia Mountains,149671.000000000000000,233.860992430000010,BANKS,{8E9BBF53-95B2-4FA4-ABD5-39B02E25DC10},,"Banks County, Georgia","6483","653","134","5830","217"
"154","13","223","13223",Paulding,Paulding County,"142324",N,N,Y,Y,Y,Y,Y,Northwest Georgia,201159.000000000000000,314.311004640000021,PAULDING,{B2B4F642-C02B-440C-90F1-9B42748EF6D0},,"Paulding County, Georgia","54961","4837","726","50124","1035"
"155","13","131","13131",Grady,Grady County,"25011",N,N,N,N,N,N,N,Southwest Georgia,294510.000000000000000,460.170989990000010,GRADY,{CA0502F7-D929-4AC1-AA26-088750C16EF3},,"Grady County, Georgia","9760","2271","347","7489","372"
"156","13","129","13129",Gordon,Gordon County,"55186",N,N,N,N,N,N,N,Northwest Georgia,229125.000000000000000,358.007995610000023,GORDON,{A4390658-671E-4BA5-8A6A-0BB22820933A},,"Gordon County, Georgia","20183","2267","421","17916","564"
"157","13","157","13157",Jackson,Jackson County,"60485",N,N,N,N,N,N,N,Northeast Georgia,219556.000000000000000,343.055999760000020,JACKSON,{53521898-9A6F-4C81-8CB3-6BD5137A2040},,"Jackson County, Georgia","24874","2641","409","22233","510"
"158","13","313","13313",Whitfield,Whitfield County,"102599",N,N,N,N,N,N,N,Northwest Georgia,186262.000000000000000,291.033996580000007,WHITFIELD,{3167B8A9-2C9D-4583-B052-4C194E8BA018},,"Whitfield County, Georgia","35258","3451","497","31807","638"
"159","13","137","13137",Habersham,Habersham County,"43041",N,N,N,N,N,N,N,Georgia Mountains,178555.000000000000000,278.992004389999977,HABERSHAM,{7849098F-F377-438B-8594-2E769E3B6357},,"Habersham County, Georgia","15123","1860","310","13263","506"
